diff.bits 16:           3
dataIN: 10111111001100011   -0.693359
N OUT : 00111110100111010   16OUT : 0011111010011101
N REAL: 00111110111111111   16REAL: 0011111011111111
N err : 38.658861               16 err: 38.431373

diff.bits 16:           6
dataIN: 10111111001100010   -0.691406
N OUT : 00111110100111100   16OUT : 0011111010011110
N REAL: 00111111000000000   16REAL: 0011111100000000
N err : 38.388606               16 err: 38.281250

diff.bits 16:           3
dataIN: 10111111001100000   -0.687500
N OUT : 00111110101000000   16OUT : 0011111010100000
N REAL: 00111111000000001   16REAL: 0011111100000000
N err : 37.851955               16 err: 37.500000

diff.bits 16:           5
dataIN: 10111111001011110   -0.683594
N OUT : 00111110101000100   16OUT : 0011111010100010
N REAL: 00111111000000010   16REAL: 0011111100000001
N err : 37.320426               16 err: 37.209302

diff.bits 16:           4
dataIN: 10111111001011101   -0.681641
N OUT : 00111110101000110   16OUT : 0011111010100011
N REAL: 00111111000000011   16REAL: 0011111100000001
N err : 37.056571               16 err: 36.821705

diff.bits 16:           5
dataIN: 10111111001011100   -0.679688
N OUT : 00111110101001000   16OUT : 0011111010100100
N REAL: 00111111000000011   16REAL: 0011111100000010
N err : 36.793985               16 err: 36.923077

diff.bits 16:           4
dataIN: 10111111001011010   -0.675781
N OUT : 00111110101001100   16OUT : 0011111010100110
N REAL: 00111111000000100   16REAL: 0011111100000010
N err : 36.272602               16 err: 36.153846

diff.bits 16:           5
dataIN: 10111111001011001   -0.673828
N OUT : 00111110101001110   16OUT : 0011111010100111
N REAL: 00111111000000101   16REAL: 0011111100000010
N err : 36.013797               16 err: 35.769231

diff.bits 16:           6
dataIN: 10111111001011000   -0.671875
N OUT : 00111110101010000   16OUT : 0011111010101000
N REAL: 00111111000000110   16REAL: 0011111100000011
N err : 35.756245               16 err: 35.877863

diff.bits 16:           5
dataIN: 10111111001010110   -0.667969
N OUT : 00111110101010100   16OUT : 0011111010101010
N REAL: 00111111000000110   16REAL: 0011111100000011
N err : 35.244883               16 err: 35.114504

diff.bits 16:           7
dataIN: 10111111001010101   -0.666016
N OUT : 00111110101010110   16OUT : 0011111010101011
N REAL: 00111111000000111   16REAL: 0011111100000100
N err : 34.991065               16 err: 35.227273

diff.bits 16:           4
dataIN: 10111111001010100   -0.664063
N OUT : 00111110101011000   16OUT : 0011111010101100
N REAL: 00111111000001000   16REAL: 0011111100000100
N err : 34.738484               16 err: 34.848485

diff.bits 16:           5
dataIN: 10111111001010010   -0.660156
N OUT : 00111110101011100   16OUT : 0011111010101110
N REAL: 00111111000001000   16REAL: 0011111100000100
N err : 34.237018               16 err: 34.090909

diff.bits 16:           6
dataIN: 10111111001010001   -0.658203
N OUT : 00111110101011110   16OUT : 0011111010101111
N REAL: 00111111000001001   16REAL: 0011111100000100
N err : 33.988126               16 err: 33.712121

diff.bits 16:           5
dataIN: 10111111001001111   -0.654297
N OUT : 00111110101100010   16OUT : 0011111010110001
N REAL: 00111111000001010   16REAL: 0011111100000101
N err : 33.494001               16 err: 33.458647

diff.bits 16:           7
dataIN: 10111111001001110   -0.652344
N OUT : 00111110101100100   16OUT : 0011111010110010
N REAL: 00111111000001010   16REAL: 0011111100000101
N err : 33.248762               16 err: 33.082707

diff.bits 16:           5
dataIN: 10111111001001100   -0.648438
N OUT : 00111110101101000   16OUT : 0011111010110100
N REAL: 00111111000001100   16REAL: 0011111100000110
N err : 32.761911               16 err: 32.835821

diff.bits 16:           6
dataIN: 10111111001001011   -0.646484
N OUT : 00111110101101010   16OUT : 0011111010110101
N REAL: 00111111000001100   16REAL: 0011111100000110
N err : 32.520291               16 err: 32.462687

diff.bits 16:           4
dataIN: 10111111001001010   -0.644531
N OUT : 00111110101101100   16OUT : 0011111010110110
N REAL: 00111111000001101   16REAL: 0011111100000110
N err : 32.279870               16 err: 32.089552

diff.bits 16:           8
dataIN: 10111111001001000   -0.640625
N OUT : 00111110101110000   16OUT : 0011111010111000
N REAL: 00111111000001110   16REAL: 0011111100000111
N err : 31.802610               16 err: 31.851852

diff.bits 16:           7
dataIN: 10111111001000111   -0.638672
N OUT : 00111110101110010   16OUT : 0011111010111001
N REAL: 00111111000001110   16REAL: 0011111100000111
N err : 31.565763               16 err: 31.481481

diff.bits 16:           7
dataIN: 10111111001000110   -0.636719
N OUT : 00111110101110100   16OUT : 0011111010111010
N REAL: 00111111000001111   16REAL: 0011111100000111
N err : 31.330100               16 err: 31.111111

diff.bits 16:           5
dataIN: 10111111001000100   -0.632813
N OUT : 00111110101111000   16OUT : 0011111010111100
N REAL: 00111111000001111   16REAL: 0011111100001000
N err : 30.862311               16 err: 30.882353

diff.bits 16:           6
dataIN: 10111111001000011   -0.630859
N OUT : 00111110101111010   16OUT : 0011111010111101
N REAL: 00111111000010000   16REAL: 0011111100001000
N err : 30.630178               16 err: 30.514706

diff.bits 16:           6
dataIN: 10111111001000010   -0.628906
N OUT : 00111110101111100   16OUT : 0011111010111110
N REAL: 00111111000010001   16REAL: 0011111100001000
N err : 30.399214               16 err: 30.147059

diff.bits 16:           5
dataIN: 10111111001000000   -0.625000
N OUT : 00111110110000000   16OUT : 0011111011000000
N REAL: 00111111000010010   16REAL: 0011111100001001
N err : 29.940778               16 err: 29.927007

diff.bits 16:           4
dataIN: 10111111000111111   -0.623047
N OUT : 00111110110000010   16OUT : 0011111011000001
N REAL: 00111111000010010   16REAL: 0011111100001001
N err : 29.713299               16 err: 29.562044

diff.bits 16:           5
dataIN: 10111111000111101   -0.619141
N OUT : 00111110110000110   16OUT : 0011111011000011
N REAL: 00111111000010100   16REAL: 0011111100001010
N err : 29.261801               16 err: 29.347826

diff.bits 16:           6
dataIN: 10111111000111100   -0.617188
N OUT : 00111110110001000   16OUT : 0011111011000100
N REAL: 00111111000010100   16REAL: 0011111100001010
N err : 29.037774               16 err: 28.985507

diff.bits 16:           5
dataIN: 10111111000111010   -0.613281
N OUT : 00111110110001100   16OUT : 0011111011000110
N REAL: 00111111000010101   16REAL: 0011111100001010
N err : 28.593149               16 err: 28.260870

diff.bits 16:           5
dataIN: 10111111000111001   -0.611328
N OUT : 00111110110001110   16OUT : 0011111011000111
N REAL: 00111111000010110   16REAL: 0011111100001011
N err : 28.372542               16 err: 28.417266

diff.bits 16:           5
dataIN: 10111111000111000   -0.609375
N OUT : 00111110110010000   16OUT : 0011111011001000
N REAL: 00111111000010110   16REAL: 0011111100001011
N err : 28.153068               16 err: 28.057554

diff.bits 16:           5
dataIN: 10111111000110110   -0.605469
N OUT : 00111110110010100   16OUT : 0011111011001010
N REAL: 00111111000010111   16REAL: 0011111100001100
N err : 27.717505               16 err: 27.857143

diff.bits 16:           6
dataIN: 10111111000110101   -0.603516
N OUT : 00111110110010110   16OUT : 0011111011001011
N REAL: 00111111000011000   16REAL: 0011111100001100
N err : 27.501408               16 err: 27.500000

diff.bits 16:           3
dataIN: 10111111000110100   -0.601563
N OUT : 00111110110011000   16OUT : 0011111011001100
N REAL: 00111111000011000   16REAL: 0011111100001100
N err : 27.286429               16 err: 27.142857

diff.bits 16:           5
dataIN: 10111111000110010   -0.597656
N OUT : 00111110110011100   16OUT : 0011111011001110
N REAL: 00111111000011010   16REAL: 0011111100001101
N err : 26.859814               16 err: 26.950355

diff.bits 16:           4
dataIN: 10111111000110001   -0.595703
N OUT : 00111110110011110   16OUT : 0011111011001111
N REAL: 00111111000011010   16REAL: 0011111100001101
N err : 26.648169               16 err: 26.595745

diff.bits 16:           8
dataIN: 10111111000101111   -0.591797
N OUT : 00111110110100010   16OUT : 0011111011010001
N REAL: 00111111000011011   16REAL: 0011111100001110
N err : 26.228191               16 err: 26.408451

diff.bits 16:           6
dataIN: 10111111000101110   -0.589844
N OUT : 00111110110100100   16OUT : 0011111011010010
N REAL: 00111111000011100   16REAL: 0011111100001110
N err : 26.019849               16 err: 26.056338

diff.bits 16:           7
dataIN: 10111111000101101   -0.587891
N OUT : 00111110110100110   16OUT : 0011111011010011
N REAL: 00111111000011100   16REAL: 0011111100001110
N err : 25.812602               16 err: 25.704225

diff.bits 16:           6
dataIN: 10111111000101011   -0.583984
N OUT : 00111110110101010   16OUT : 0011111011010101
N REAL: 00111111000011110   16REAL: 0011111100001111
N err : 25.401374               16 err: 25.524476

diff.bits 16:           6
dataIN: 10111111000101010   -0.582031
N OUT : 00111110110101100   16OUT : 0011111011010110
N REAL: 00111111000011110   16REAL: 0011111100001111
N err : 25.197388               16 err: 25.174825

diff.bits 16:           7
dataIN: 10111111000101000   -0.578125
N OUT : 00111110110110000   16OUT : 0011111011011000
N REAL: 00111111000011111   16REAL: 0011111100001111
N err : 24.792651               16 err: 24.475524

diff.bits 16:           6
dataIN: 10111111000100111   -0.576172
N OUT : 00111110110110010   16OUT : 0011111011011001
N REAL: 00111111000011111   16REAL: 0011111100001111
N err : 24.591894               16 err: 24.125874

diff.bits 16:           5
dataIN: 10111111000100110   -0.574219
N OUT : 00111110110110100   16OUT : 0011111011011010
N REAL: 00111111000100000   16REAL: 0011111100010000
N err : 24.392207               16 err: 24.305556

diff.bits 16:           5
dataIN: 10111111000100100   -0.570313
N OUT : 00111110110111000   16OUT : 0011111011011100
N REAL: 00111111000100001   16REAL: 0011111100010000
N err : 23.996029               16 err: 23.611111

diff.bits 16:           5
dataIN: 10111111000100011   -0.568359
N OUT : 00111110110111010   16OUT : 0011111011011101
N REAL: 00111111000100010   16REAL: 0011111100010001
N err : 23.799531               16 err: 23.793103

diff.bits 16:           7
dataIN: 10111111000100010   -0.566406
N OUT : 00111110110111100   16OUT : 0011111011011110
N REAL: 00111111000100010   16REAL: 0011111100010001
N err : 23.604089               16 err: 23.448276

diff.bits 16:           6
dataIN: 10111111000100000   -0.562500
N OUT : 00111110111000000   16OUT : 0011111011100000
N REAL: 00111111000100100   16REAL: 0011111100010010
N err : 23.216360               16 err: 23.287671

diff.bits 16:           7
dataIN: 10111111000011111   -0.560547
N OUT : 00111110111000010   16OUT : 0011111011100001
N REAL: 00111111000100100   16REAL: 0011111100010010
N err : 23.024066               16 err: 22.945205

diff.bits 16:           5
dataIN: 10111111000011110   -0.558594
N OUT : 00111110111000100   16OUT : 0011111011100010
N REAL: 00111111000100101   16REAL: 0011111100010010
N err : 22.832816               16 err: 22.602740

diff.bits 16:           8
dataIN: 10111111000011100   -0.554688
N OUT : 00111110111001000   16OUT : 0011111011100100
N REAL: 00111111000100110   16REAL: 0011111100010011
N err : 22.453429               16 err: 22.448980

diff.bits 16:           7
dataIN: 10111111000011011   -0.552734
N OUT : 00111110111001010   16OUT : 0011111011100101
N REAL: 00111111000100110   16REAL: 0011111100010011
N err : 22.265286               16 err: 22.108844

diff.bits 16:           7
dataIN: 10111111000011001   -0.548828
N OUT : 00111110111001110   16OUT : 0011111011100111
N REAL: 00111111000101000   16REAL: 0011111100010100
N err : 21.892086               16 err: 21.959459

diff.bits 16:           7
dataIN: 10111111000011000   -0.546875
N OUT : 00111110111010000   16OUT : 0011111011101000
N REAL: 00111111000101000   16REAL: 0011111100010100
N err : 21.707022               16 err: 21.621622

diff.bits 16:           8
dataIN: 10111111000010110   -0.542969
N OUT : 00111110111010100   16OUT : 0011111011101010
N REAL: 00111111000101001   16REAL: 0011111100010100
N err : 21.339949               16 err: 20.945946

diff.bits 16:           8
dataIN: 10111111000010101   -0.541016
