diff.bits 16:           3
dataIN: 1011110101001011110010010   -0.049752
N OUT : 0011111101110011010000111   16OUT : 0011111101110011
N REAL: 0011111101110011100100110   16REAL: 0011111101110100
N err : 0.127847               16 err: 0.409836

diff.bits 16:           3
dataIN: 1011110101001010011001100   -0.049414
N OUT : 0011111101110011010110011   16OUT : 0011111101110011
N REAL: 0011111101110011101010000   16REAL: 0011111101110100
N err : 0.126383               16 err: 0.409836

diff.bits 16:           3
dataIN: 1011110101001001000000110   -0.049075
N OUT : 0011111101110011011011111   16OUT : 0011111101110011
N REAL: 0011111101110011101111011   16REAL: 0011111101110100
N err : 0.124933               16 err: 0.409836

diff.bits 16:           1
dataIN: 1011110100110110111111011   -0.044675
N OUT : 0011111101110100100100000   16OUT : 0011111101110100
N REAL: 0011111101110100110100001   16REAL: 0011111101110101
N err : 0.103066               16 err: 0.408163

diff.bits 16:           1
dataIN: 1011110100110101100110110   -0.044337
N OUT : 0011111101110100101001101   16OUT : 0011111101110100
N REAL: 0011111101110100111001100   16REAL: 0011111101110101
N err : 0.100945               16 err: 0.408163

diff.bits 16:           1
dataIN: 1011110100110100001101111   -0.043998
N OUT : 0011111101110100101111001   16OUT : 0011111101110100
N REAL: 0011111101110100111110110   16REAL: 0011111101110101
N err : 0.099729               16 err: 0.408163

diff.bits 16:           2
dataIN: 1011110100101011001101010   -0.041799
N OUT : 0011111101110101010011001   16OUT : 0011111101110101
N REAL: 0011111101110101100001010   16REAL: 0011111101110110
N err : 0.090127               16 err: 0.406504

diff.bits 16:           2
dataIN: 1011110100101010100000111   -0.041629
N OUT : 0011111101110101010101111   16OUT : 0011111101110101
N REAL: 0011111101110101100011111   16REAL: 0011111101110110
N err : 0.089540               16 err: 0.406504

diff.bits 16:           2
dataIN: 1011110100101001110100100   -0.041460
N OUT : 0011111101110101011000110   16OUT : 0011111101110101
N REAL: 0011111101110101100110101   16REAL: 0011111101110110
N err : 0.088161               16 err: 0.406504

diff.bits 16:           2
dataIN: 1011110100101001001000001   -0.041291
N OUT : 0011111101110101011011100   16OUT : 0011111101110101
N REAL: 0011111101110101101001010   16REAL: 0011111101110110
N err : 0.087580               16 err: 0.406504

diff.bits 16:           2
dataIN: 1011110100101000011011110   -0.041121
N OUT : 0011111101110101011110010   16OUT : 0011111101110101
N REAL: 0011111101110101101011111   16REAL: 0011111101110110
N err : 0.087002               16 err: 0.406504

diff.bits 16:           1
dataIN: 1011110100010110011010011   -0.036722
N OUT : 0011111101110110100110011   16OUT : 0011111101110110
N REAL: 0011111101110110110001010   16REAL: 0011111101110111
N err : 0.068949               16 err: 0.404858

diff.bits 16:           1
dataIN: 1011110100010101101110000   -0.036552
N OUT : 0011111101110110101001001   16OUT : 0011111101110110
N REAL: 0011111101110110110011111   16REAL: 0011111101110111
N err : 0.068455               16 err: 0.404858

diff.bits 16:           1
dataIN: 1011110100010101000001110   -0.036384
N OUT : 0011111101110110101011111   16OUT : 0011111101110110
N REAL: 0011111101110110110110101   16REAL: 0011111101110111
N err : 0.067915               16 err: 0.404858

diff.bits 16:           1
dataIN: 1011110100010100010101011   -0.036214
N OUT : 0011111101110110101110101   16OUT : 0011111101110110
N REAL: 0011111101110110111001010   16REAL: 0011111101110111
N err : 0.067426               16 err: 0.404858

diff.bits 16:           4
dataIN: 1011110100001001111011111   -0.033676
N OUT : 0011111101110111011000010   16OUT : 0011111101110111
N REAL: 0011111101110111100001100   16REAL: 0011111101111000
N err : 0.058041               16 err: 0.403226

diff.bits 16:           4
dataIN: 1011110100001001001111100   -0.033506
N OUT : 0011111101110111011011000   16OUT : 0011111101110111
N REAL: 0011111101110111100100001   16REAL: 0011111101111000
N err : 0.057601               16 err: 0.403226

diff.bits 16:           4
dataIN: 1011110100001000100011010   -0.033338
N OUT : 0011111101110111011101110   16OUT : 0011111101110111
N REAL: 0011111101110111100110110   16REAL: 0011111101111000
N err : 0.057116               16 err: 0.403226

diff.bits 16:           1
dataIN: 1011110011101010010010001   -0.028599
N OUT : 0011111101111000101011011   16OUT : 0011111101111000
N REAL: 0011111101111000110010000   16REAL: 0011111101111001
N err : 0.042051               16 err: 0.401606

diff.bits 16:           1
dataIN: 1011110011101000111001100   -0.028430
N OUT : 0011111101111000101110010   16OUT : 0011111101111000
N REAL: 0011111101111000110100110   16REAL: 0011111101111001
N err : 0.040893               16 err: 0.401606

diff.bits 16:           2
dataIN: 1011110011010001010101001   -0.025553
N OUT : 0011111101111001011101011   16OUT : 0011111101111001
N REAL: 0011111101111001100010101   16REAL: 0011111101111010
N err : 0.032989               16 err: 0.400000

diff.bits 16:           1
dataIN: 1011110010101001001000001   -0.020645
N OUT : 0011111101111010101101110   16OUT : 0011111101111010
N REAL: 0011111101111010110001010   16REAL: 0011111101111011
N err : 0.021583               16 err: 0.398406

diff.bits 16:           1
dataIN: 1011110010101000011011110   -0.020561
N OUT : 0011111101111010101111001   16OUT : 0011111101111010
N REAL: 0011111101111010110010100   16REAL: 0011111101111011
N err : 0.021478               16 err: 0.398406

diff.bits 16:           3
dataIN: 1011110010010000110111100   -0.017684
N OUT : 0011111101111011011110010   16OUT : 0011111101111011
N REAL: 0011111101111011100000110   16REAL: 0011111101111100
N err : 0.015919               16 err: 0.396825

diff.bits 16:           3
dataIN: 1011110010010000001011001   -0.017599
N OUT : 0011111101111011011111101   16OUT : 0011111101111011
N REAL: 0011111101111011100010001   16REAL: 0011111101111100
N err : 0.015840               16 err: 0.396825

diff.bits 16:           1
dataIN: 1011110001010001010101001   -0.012776
N OUT : 0011111101111100101110101   16OUT : 0011111101111100
N REAL: 0011111101111100110000000   16REAL: 0011111101111101
N err : 0.008510               16 err: 0.395257

diff.bits 16:           2
dataIN: 1011110000100000000111100   -0.009773
N OUT : 0011111101111101011111111   16OUT : 0011111101111101
N REAL: 0011111101111101100000101   16REAL: 0011111101111110
N err : 0.004855               16 err: 0.393701

diff.bits 16:           1
dataIN: 1011101110100000000111100   -0.004886
N OUT : 0011111101111110101111111   16OUT : 0011111101111110
N REAL: 0011111101111110110000001   16REAL: 0011111101111111
N err : 0.001605               16 err: 0.392157

diff.bits 16:           2
dataIN: 0011110000111111010011110   0.011677
N OUT : 0011111110000001011111101   16OUT : 0011111110000001
N REAL: 0011111110000001100000010   16REAL: 0011111110000010
N err : 0.007118               16 err: 0.769231

diff.bits 16:           1
dataIN: 0011110010101110101011000   0.021322
N OUT : 0011111110000010101110101   16OUT : 0011111110000010
N REAL: 0011111110000010110000100   16REAL: 0011111110000011
N err : 0.022971               16 err: 0.763359

diff.bits 16:           1
dataIN: 0011110010101111010111100   0.021407
N OUT : 0011111110000010101111011   16OUT : 0011111110000010
N REAL: 0011111110000010110001010   16REAL: 0011111110000011
N err : 0.022495               16 err: 0.763359

diff.bits 16:           3
dataIN: 0011110011011101110011101   0.027076
N OUT : 0011111110000011011101110   16OUT : 0011111110000011
N REAL: 0011111110000011100000110   16REAL: 0011111110000100
N err : 0.036673               16 err: 0.757576

diff.bits 16:           3
dataIN: 0011110011011111001100011   0.027245
N OUT : 0011111110000011011111010   16OUT : 0011111110000011
N REAL: 0011111110000011100010010   16REAL: 0011111110000100
N err : 0.035775               16 err: 0.757576

diff.bits 16:           1
dataIN: 0011110100010101101110000   0.036552
N OUT : 0011111110000100101011100   16OUT : 0011111110000100
N REAL: 0011111110000100110001000   16REAL: 0011111110000101
N err : 0.064463               16 err: 0.751880

diff.bits 16:           1
dataIN: 0011110100010110011010011   0.036722
N OUT : 0011111110000100101100111   16OUT : 0011111110000100
N REAL: 0011111110000100110010011   16REAL: 0011111110000101
N err : 0.065198               16 err: 0.751880

diff.bits 16:           1
dataIN: 0011110100010111000110110   0.036891
N OUT : 0011111110000100101110010   16OUT : 0011111110000100
N REAL: 0011111110000100110011111   16REAL: 0011111110000101
N err : 0.065937               16 err: 0.751880

diff.bits 16:           1
dataIN: 0011110100010111110011001   0.037060
N OUT : 0011111110000100101111101   16OUT : 0011111110000100
N REAL: 0011111110000100110101010   16REAL: 0011111110000101
N err : 0.066678               16 err: 0.751880

diff.bits 16:           2
dataIN: 0011110100101100100101111   0.042137
N OUT : 0011111110000101011001001   16OUT : 0011111110000101
N REAL: 0011111110000101100000100   16REAL: 0011111110000110
N err : 0.087006               16 err: 0.746269

diff.bits 16:           2
dataIN: 0011110100101101010010011   0.042306
N OUT : 0011111110000101011010101   16OUT : 0011111110000101
N REAL: 0011111110000101100010000   16REAL: 0011111110000110
N err : 0.086413               16 err: 0.746269

diff.bits 16:           2
dataIN: 0011110100101101111110110   0.042476
N OUT : 0011111110000101011011111   16OUT : 0011111110000101
N REAL: 0011111110000101100011100   16REAL: 0011111110000110
N err : 0.088700               16 err: 0.746269

diff.bits 16:           2
dataIN: 0011110100101110101011000   0.042645
N OUT : 0011111110000101011101011   16OUT : 0011111110000101
N REAL: 0011111110000101100100111   16REAL: 0011111110000110
N err : 0.088018               16 err: 0.746269

diff.bits 16:           2
dataIN: 0011110100101111010111100   0.042814
N OUT : 0011111110000101011110110   16OUT : 0011111110000101
N REAL: 0011111110000101100110011   16REAL: 0011111110000110
N err : 0.088896               16 err: 0.746269

WRONG POS =            14
WRONG NEG =            28
TOTAL WRONG =          42
